100 2450
1	2
1	6
1	7
1	10
1	11
1	14
1	15
1	16
1	19
1	24
1	31
1	33
1	35
1	38
1	39
1	42
1	44
1	45
1	47
1	49
1	50
1	51
1	52
1	53
1	55
1	57
1	59
1	67
1	69
1	70
1	73
1	74
1	75
1	77
1	80
1	81
1	84
1	85
1	86
1	88
1	89
1	90
1	91
1	97
1	98
2	3
2	4
2	8
2	10
2	13
2	15
2	16
2	18
2	19
2	22
2	24
2	25
2	27
2	28
2	29
2	30
2	32
2	36
2	38
2	39
2	41
2	42
2	43
2	44
2	48
2	50
2	51
2	54
2	56
2	59
2	62
2	64
2	66
2	67
2	68
2	69
2	70
2	72
2	73
2	74
2	79
2	81
2	83
2	85
2	86
2	87
2	90
2	92
2	95
2	98
2	99
3	5
3	6
3	8
3	9
3	11
3	13
3	14
3	16
3	18
3	19
3	20
3	24
3	25
3	27
3	29
3	30
3	32
3	37
3	40
3	44
3	45
3	46
3	49
3	53
3	54
3	55
3	56
3	58
3	59
3	60
3	61
3	63
3	66
3	69
3	70
3	71
3	73
3	74
3	75
3	76
3	79
3	81
3	85
3	86
3	88
3	92
3	95
3	96
3	97
3	100
4	5
4	8
4	10
4	11
4	14
4	15
4	19
4	20
4	22
4	23
4	24
4	26
4	27
4	30
4	32
4	33
4	36
4	37
4	40
4	41
4	42
4	43
4	44
4	45
4	49
4	50
4	52
4	53
4	54
4	55
4	57
4	58
4	59
4	61
4	62
4	64
4	65
4	68
4	70
4	75
4	77
4	78
4	79
4	80
4	81
4	82
4	84
4	86
4	87
4	88
4	89
4	91
4	96
4	97
4	98
4	99
5	6
5	7
5	9
5	14
5	17
5	18
5	19
5	22
5	24
5	25
5	26
5	27
5	28
5	29
5	30
5	32
5	34
5	36
5	41
5	42
5	45
5	49
5	51
5	52
5	53
5	54
5	56
5	57
5	61
5	62
5	66
5	67
5	69
5	71
5	73
5	76
5	78
5	80
5	81
5	82
5	83
5	87
5	88
5	89
5	90
5	91
5	92
5	93
5	94
5	100
6	10
6	11
6	13
6	15
6	19
6	21
6	22
6	23
6	24
6	26
6	29
6	32
6	33
6	38
6	40
6	43
6	45
6	46
6	48
6	49
6	50
6	51
6	55
6	58
6	59
6	61
6	62
6	66
6	67
6	68
6	78
6	79
6	80
6	83
6	85
6	86
6	88
6	92
6	95
6	96
6	97
6	99
7	12
7	13
7	19
7	21
7	23
7	25
7	27
7	28
7	30
7	31
7	33
7	35
7	37
7	39
7	42
7	45
7	46
7	47
7	49
7	50
7	53
7	55
7	56
7	58
7	60
7	61
7	62
7	64
7	73
7	75
7	76
7	77
7	78
7	81
7	86
7	88
7	89
7	93
7	98
7	100
8	9
8	12
8	19
8	20
8	21
8	23
8	25
8	27
8	28
8	29
8	30
8	31
8	34
8	37
8	38
8	40
8	41
8	43
8	50
8	55
8	56
8	57
8	61
8	62
8	66
8	67
8	68
8	69
8	73
8	74
8	75
8	77
8	80
8	83
8	84
8	87
8	92
8	95
8	96
8	98
9	10
9	12
9	14
9	15
9	16
9	17
9	20
9	21
9	22
9	23
9	24
9	25
9	28
9	29
9	31
9	32
9	34
9	36
9	39
9	42
9	43
9	46
9	47
9	49
9	50
9	51
9	55
9	58
9	62
9	65
9	69
9	70
9	73
9	74
9	75
9	77
9	79
9	81
9	85
9	87
9	91
9	92
9	94
9	95
9	96
9	99
10	12
10	13
10	14
10	15
10	19
10	20
10	21
10	24
10	27
10	28
10	32
10	34
10	35
10	36
10	39
10	40
10	41
10	43
10	47
10	48
10	51
10	53
10	55
10	56
10	57
10	61
10	63
10	65
10	66
10	68
10	69
10	70
10	71
10	72
10	73
10	74
10	75
10	76
10	78
10	83
10	84
10	85
10	86
10	87
10	90
10	91
10	93
10	96
10	97
10	99
11	13
11	17
11	22
11	24
11	25
11	26
11	29
11	30
11	33
11	34
11	38
11	40
11	41
11	46
11	49
11	53
11	56
11	58
11	59
11	60
11	62
11	65
11	69
11	70
11	72
11	73
11	74
11	75
11	79
11	80
11	81
11	82
11	83
11	84
11	88
11	89
11	95
11	96
12	13
12	16
12	18
12	20
12	21
12	22
12	24
12	25
12	26
12	27
12	28
12	31
12	32
12	34
12	35
12	37
12	38
12	40
12	41
12	42
12	43
12	45
12	46
12	50
12	51
12	52
12	54
12	58
12	62
12	65
12	67
12	69
12	70
12	72
12	75
12	77
12	79
12	81
12	83
12	85
12	86
12	87
12	89
12	92
12	96
12	97
12	98
12	99
12	100
13	15
13	16
13	18
13	26
13	28
13	29
13	30
13	33
13	35
13	38
13	39
13	41
13	42
13	47
13	48
13	51
13	53
13	60
13	61
13	64
13	65
13	67
13	68
13	70
13	71
13	72
13	78
13	80
13	82
13	83
13	84
13	87
13	89
13	92
13	93
13	100
14	16
14	19
14	20
14	21
14	25
14	26
14	27
14	28
14	29
14	30
14	31
14	32
14	33
14	36
14	37
14	40
14	44
14	45
14	46
14	49
14	50
14	51
14	54
14	55
14	56
14	58
14	62
14	63
14	65
14	66
14	70
14	75
14	77
14	79
14	83
14	86
14	88
14	90
14	92
14	93
14	94
14	98
14	99
15	21
15	22
15	23
15	26
15	29
15	30
15	33
15	34
15	37
15	40
15	43
15	49
15	51
15	52
15	54
15	56
15	57
15	58
15	61
15	62
15	63
15	65
15	66
15	70
15	72
15	80
15	81
15	82
15	85
15	90
15	91
15	94
15	96
15	100
16	17
16	18
16	19
16	20
16	21
16	24
16	25
16	26
16	27
16	28
16	30
16	33
16	35
16	37
16	38
16	40
16	43
16	45
16	47
