100 2487
1	3
1	4
1	7
1	8
1	10
1	11
1	14
1	15
1	16
1	17
1	20
1	21
1	24
1	25
1	26
1	30
1	32
1	35
1	39
1	40
1	42
1	43
1	44
1	45
1	47
1	50
1	51
1	54
1	55
1	57
1	58
1	60
1	61
1	62
1	64
1	68
1	71
1	72
1	75
1	77
1	78
1	81
1	86
1	87
1	88
1	89
1	90
1	95
2	4
2	5
2	7
2	8
2	12
2	14
2	15
2	16
2	20
2	22
2	23
2	26
2	28
2	29
2	30
2	34
2	35
2	37
2	39
2	40
2	44
2	45
2	50
2	51
2	52
2	53
2	56
2	58
2	60
2	63
2	64
2	67
2	73
2	74
2	76
2	77
2	78
2	79
2	81
2	82
2	83
2	85
2	86
2	88
2	89
2	90
2	92
2	93
2	94
2	95
2	98
3	5
3	6
3	9
3	10
3	14
3	18
3	21
3	24
3	25
3	26
3	29
3	32
3	33
3	36
3	38
3	39
3	40
3	41
3	42
3	43
3	46
3	47
3	49
3	51
3	52
3	53
3	55
3	57
3	59
3	62
3	63
3	64
3	65
3	66
3	67
3	68
3	73
3	74
3	75
3	79
3	80
3	81
3	83
3	84
3	87
3	88
3	91
3	92
3	93
3	95
3	96
3	98
3	99
4	7
4	9
4	10
4	11
4	12
4	16
4	17
4	18
4	21
4	22
4	23
4	24
4	26
4	28
4	31
4	36
4	37
4	39
4	42
4	43
4	44
4	47
4	49
4	50
4	56
4	59
4	60
4	63
4	64
4	65
4	66
4	68
4	69
4	71
4	72
4	81
4	86
4	87
4	88
4	89
4	90
4	91
4	96
5	6
5	7
5	10
5	11
5	12
5	16
5	18
5	20
5	21
5	22
5	26
5	27
5	34
5	35
5	36
5	37
5	38
5	39
5	43
5	44
5	46
5	47
5	50
5	51
5	53
5	56
5	58
5	59
5	61
5	63
5	70
5	71
5	72
5	73
5	74
5	75
5	79
5	81
5	88
5	89
5	90
5	91
5	95
6	10
6	11
6	17
6	19
6	21
6	24
6	27
6	28
6	29
6	40
6	41
6	45
6	47
6	48
6	49
6	50
6	52
6	54
6	57
6	59
6	62
6	66
6	67
6	68
6	73
6	75
6	78
6	79
6	86
6	87
6	89
6	90
6	92
6	93
6	94
6	95
6	96
6	97
6	100
7	8
7	9
7	10
7	13
7	14
7	17
7	20
7	21
7	26
7	28
7	29
7	31
7	32
7	39
7	40
7	43
7	44
7	46
7	47
7	49
7	51
7	53
7	54
7	57
7	58
7	62
7	64
7	66
7	67
7	68
7	70
7	71
7	72
7	73
7	76
7	78
7	83
7	84
7	85
7	86
7	87
7	89
7	92
7	93
7	98
7	100
8	9
8	10
8	11
8	12
8	14
8	19
8	21
8	22
8	25
8	26
8	27
8	29
8	31
8	33
8	35
8	36
8	39
8	46
8	49
8	51
8	52
8	58
8	61
8	62
8	63
8	64
8	66
8	68
8	70
8	71
8	73
8	77
8	80
8	81
8	82
8	83
8	84
8	85
8	86
8	91
8	93
8	96
8	98
8	99
9	14
9	15
9	16
9	17
9	19
9	20
9	22
9	25
9	26
9	27
9	30
9	33
9	35
9	36
9	37
9	38
9	40
9	41
9	42
9	45
9	47
9	49
9	51
9	53
9	56
9	57
9	58
9	60
9	63
9	64
9	65
9	66
9	67
9	69
9	70
9	72
9	74
9	76
9	79
9	80
9	82
9	83
9	85
9	87
9	89
9	93
9	95
9	96
9	97
9	98
9	99
9	100
10	12
10	18
10	22
10	26
10	27
10	31
10	32
10	33
10	34
10	37
10	39
10	45
10	49
10	52
10	55
10	58
10	59
10	61
10	65
10	66
10	67
10	69
10	70
10	71
10	72
10	73
10	74
10	75
10	77
10	80
10	82
10	83
10	89
10	90
10	94
10	96
10	98
11	12
11	15
11	16
11	17
11	18
11	19
11	20
11	21
11	22
11	23
11	25
11	27
11	29
11	31
11	33
11	35
11	37
11	38
11	40
11	41
11	42
11	43
11	47
11	48
11	49
11	53
11	54
11	55
11	56
11	59
11	60
11	67
11	69
11	71
11	72
11	77
11	78
11	79
11	81
11	82
11	84
11	85
11	86
11	91
11	94
11	96
12	13
12	16
12	19
12	20
12	27
12	28
12	34
12	37
12	40
12	41
12	42
12	43
12	44
12	45
12	47
12	50
12	51
12	52
12	53
12	55
12	56
12	60
12	61
12	63
12	64
12	65
12	66
12	67
12	70
12	71
12	73
12	74
12	75
12	81
12	83
12	85
12	86
12	89
12	91
12	92
12	94
12	96
12	97
12	100
13	14
13	16
13	17
13	19
13	21
13	22
13	24
13	25
13	28
13	31
13	32
13	37
13	38
13	40
13	41
13	45
13	46
13	47
13	52
13	54
13	55
13	56
13	57
13	58
13	61
13	64
13	66
13	67
13	71
13	72
13	75
13	76
13	77
13	82
13	83
13	84
13	85
13	88
13	90
13	92
13	93
13	98
13	100
14	15
14	18
14	21
14	23
14	29
14	31
14	32
14	33
14	35
14	37
14	38
14	41
14	44
14	46
14	48
14	50
14	52
14	53
14	55
14	57
14	61
14	62
14	63
14	64
14	65
14	66
14	67
14	71
14	72
14	74
14	75
14	79
14	80
14	83
14	85
14	86
14	93
14	95
14	96
14	97
14	98
14	100
15	18
15	21
15	22
15	25
15	26
15	30
15	31
15	32
15	33
15	35
15	36
15	38
15	39
15	40
15	41
15	42
15	44
15	47
15	51
15	54
15	55
15	57
15	59
15	63
15	64
15	66
15	68
15	70
15	71
15	72
15	73
15	76
15	78
15	79
15	80
15	81
15	86
15	91
15	92
15	93
15	95
15	97
15	100
16	17
16	18
16	21
16	23
16	25
16	30
16	31
16	34
16	39
16	42
16	43
16	45
16	47
16	50
16	51
16	52
16	53
16	54
16	55
16	56
16	57
16	60
16	62
16	64
16	65
16	66
16	67
16	71
16	74
16	75
16	77
16	79
16	80
16	82
16	83
16	84
16	85
16	87
16	88
16	89
16	91
16	94
16	96
16	100
17	18
17	19
17	21
17	22
17	23
17	24
17	26
17	27
17	28
17	30
17	32
17	35
17	38
17	39
17	40
17	41
17	43
17	44
17	45
17	55
17	56
17	57
17	58
17	59
17	60
17	63
17	67
17	69
17	72
17	73
17	76
17	77
17	79
17	80
17	81
17	82
17	83
